-24.89994997 -0.00109196 -0.00001808 	-24.89994997 -0.00036049 -0.00000518	-24.89994997 -0.00058382 -0.00000912 	-24.89994997 -0.00162818 -0.00002756 
 21.17308654  0.00000430  0.00002486 	 21.17308654  0.00048202 -0.00001356	 21.17308654  0.00033684 -0.00000186 	 21.17308654 -0.00034206  0.00005286 
 21.19809905  0.00000635  0.00002467 	 21.19809905  0.00048087 -0.00001348	 21.19809905  0.00033666 -0.00000186 	 21.19809905 -0.00033770  0.00005246 
 21.22311156  0.00000840  0.00002446 	 21.22311156  0.00047976 -0.00001339	 21.22311156  0.00033652 -0.00000186 	 21.22311156 -0.00033334  0.00005204 
 21.24812406  0.00001041  0.00002426 	 21.24812406  0.00047865 -0.00001332	 21.24812406  0.00033636 -0.00000188 	 21.24812406 -0.00032904  0.00005164 
 21.27313657  0.00001242  0.00002407 	 21.27313657  0.00047756 -0.00001324	 21.27313657  0.00033622 -0.00000188 	 21.27313657 -0.00032476  0.00005124 
 21.29814907  0.00001441  0.00002387 	 21.29814907  0.00047646 -0.00001316	 21.29814907  0.00033606 -0.00000188 	 21.29814907 -0.00032052  0.00005086 
 21.32316158  0.00001640  0.00002368 	 21.32316158  0.00047537 -0.00001307	 21.32316158  0.00033590 -0.00000188 	 21.32316158 -0.00031630  0.00005046 
 21.34817409  0.00001835  0.00002348 	 21.34817409  0.00047428 -0.00001302	 21.34817409  0.00033574 -0.00000190 	 21.34817409 -0.00031214  0.00005008 
 21.37318659  0.00002030  0.00002331 	 21.37318659  0.00047320 -0.00001293	 21.37318659  0.00033558 -0.00000190 	 21.37318659 -0.00030798  0.00004970 
 21.39819910  0.00002222  0.00002312 	 21.39819910  0.00047213 -0.00001285	 21.39819910  0.00033542 -0.00000190 	 21.39819910 -0.00030388  0.00004932 
 21.42321161  0.00002413  0.00002293 	 21.42321161  0.00047109 -0.00001278	 21.42321161  0.00033528 -0.00000190 	 21.42321161 -0.00029980  0.00004896 
 21.44822411  0.00002604  0.00002275 	 21.44822411  0.00047000 -0.00001269	 21.44822411  0.00033510 -0.00000190 	 21.44822411 -0.00029574  0.00004858 
 21.47323662  0.00002791  0.00002257 	 21.47323662  0.00046895 -0.00001264	 21.47323662  0.00033494 -0.00000192 	 21.47323662 -0.00029174  0.00004820 
 21.49824912  0.00002979  0.00002239 	 21.49824912  0.00046792 -0.00001254	 21.49824912  0.00033480 -0.00000190 	 21.49824912 -0.00028774  0.00004784 
 21.52326163  0.00003164  0.00002221 	 21.52326163  0.00046686 -0.00001246	 21.52326163  0.00033462 -0.00000190 	 21.52326163 -0.00028378  0.00004748 
 21.54827414  0.00003348  0.00002203 	 21.54827414  0.00046583 -0.00001241	 21.54827414  0.00033446 -0.00000192 	 21.54827414 -0.00027986  0.00004712 
 21.57328664  0.00003530  0.00002185 	 21.57328664  0.00046480 -0.00001233	 21.57328664  0.00033430 -0.00000192 	 21.57328664 -0.00027596  0.00004676 
 21.59829915  0.00003710  0.00002169 	 21.59829915  0.00046377 -0.00001226	 21.59829915  0.00033414 -0.00000192 	 21.59829915 -0.00027208  0.00004642 
 21.62331166  0.00003890  0.00002152 	 21.62331166  0.00046278 -0.00001218	 21.62331166  0.00033400 -0.00000192 	 21.62331166 -0.00026824  0.00004608 
 21.64832416  0.00004068  0.00002134 	 21.64832416  0.00046177 -0.00001214	 21.64832416  0.00033384 -0.00000194 	 21.64832416 -0.00026442  0.00004574 
 21.67333667  0.00004244  0.00002118 	 21.67333667  0.00046077 -0.00001204	 21.67333667  0.00033368 -0.00000192 	 21.67333667 -0.00026064  0.00004540 
 21.69834917  0.00004420  0.00002102 	 21.69834917  0.00045975 -0.00001199	 21.69834917  0.00033350 -0.00000194 	 21.69834917 -0.00025688  0.00004506 
 21.72336168  0.00004594  0.00002085 	 21.72336168  0.00045878 -0.00001189	 21.72336168  0.00033336 -0.00000192 	 21.72336168 -0.00025316  0.00004470 
 21.74837419  0.00004767  0.00002069 	 21.74837419  0.00045777 -0.00001183	 21.74837419  0.00033318 -0.00000192 	 21.74837419 -0.00024944  0.00004440 
 21.77338669  0.00004937  0.00002053 	 21.77338669  0.00045679 -0.00001178	 21.77338669  0.00033302 -0.00000194 	 21.77338669 -0.00024576  0.00004406 
 21.79839920  0.00005107  0.00002037 	 21.79839920  0.00045581 -0.00001171	 21.79839920  0.00033286 -0.00000194 	 21.79839920 -0.00024212  0.00004374 
 21.82341171  0.00005277  0.00002021 	 21.82341171  0.00045485 -0.00001164	 21.82341171  0.00033270 -0.00000194 	 21.82341171 -0.00023850  0.00004342 
 21.84842421  0.00005444  0.00002005 	 21.84842421  0.00045388 -0.00001157	 21.84842421  0.00033254 -0.00000194 	 21.84842421 -0.00023490  0.00004310 
 21.87343672  0.00005609  0.00001990 	 21.87343672  0.00045293 -0.00001153	 21.87343672  0.00033238 -0.00000196 	 21.87343672 -0.00023134  0.00004278 
 21.89844922  0.00005774  0.00001974 	 21.89844922  0.00045197 -0.00001146	 21.89844922  0.00033222 -0.00000196 	 21.89844922 -0.00022780  0.00004248 
 21.92346173  0.00005938  0.00001959 	 21.92346173  0.00045100 -0.00001137	 21.92346173  0.00033204 -0.00000194 	 21.92346173 -0.00022428  0.00004216 
 21.94847424  0.00006100  0.00001944 	 21.94847424  0.00045007 -0.00001133	 21.94847424  0.00033188 -0.00000196 	 21.94847424 -0.00022080  0.00004186 
 21.97348674  0.00006260  0.00001930 	 21.97348674  0.00044915 -0.00001126	 21.97348674  0.00033174 -0.00000196 	 21.97348674 -0.00021732  0.00004154 
 21.99849925  0.00006420  0.00001915 	 21.99849925  0.00044822 -0.00001120	 21.99849925  0.00033158 -0.00000196 	 21.99849925 -0.00021388  0.00004124 
 22.02351176  0.00006578  0.00001899 	 22.02351176  0.00044727 -0.00001114	 22.02351176  0.00033140 -0.00000196 	 22.02351176 -0.00021046  0.00004096 
 22.04852426  0.00006736  0.00001885 	 22.04852426  0.00044635 -0.00001107	 22.04852426  0.00033124 -0.00000196 	 22.04852426 -0.00020708  0.00004066 
 22.07353677  0.00006892  0.00001871 	 22.07353677  0.00044544 -0.00001101	 22.07353677  0.00033108 -0.00000196 	 22.07353677 -0.00020370  0.00004036 
 22.09854927  0.00007047  0.00001857 	 22.09854927  0.00044451 -0.00001095	 22.09854927  0.00033090 -0.00000196 	 22.09854927 -0.00020038  0.00004008 
 22.12356178  0.00007200  0.00001842 	 22.12356178  0.00044363 -0.00001089	 22.12356178  0.00033076 -0.00000196 	 22.12356178 -0.00019706  0.00003980 
 22.14857429  0.00007353  0.00001827 	 22.14857429  0.00044270 -0.00001085	 22.14857429  0.00033058 -0.00000198 	 22.14857429 -0.00019376  0.00003950 
 22.17358679  0.00007504  0.00001815 	 22.17358679  0.00044181 -0.00001077	 22.17358679  0.00033042 -0.00000196 	 22.17358679 -0.00019048  0.00003922 
 22.19859930  0.00007655  0.00001801 	 22.19859930  0.00044092 -0.00001073	 22.19859930  0.00033026 -0.00000198 	 22.19859930 -0.00018724  0.00003894 
 22.22361181  0.00007803  0.00001787 	 22.22361181  0.00044001 -0.00001067	 22.22361181  0.00033008 -0.00000198 	 22.22361181 -0.00018400  0.00003866 
 22.24862431  0.00007952  0.00001773 	 22.24862431  0.00043913 -0.00001061	 22.24862431  0.00032992 -0.00000198 	 22.24862431 -0.00018080  0.00003840 
 22.27363682  0.00008098  0.00001760 	 22.27363682  0.00043826 -0.00001055	 22.27363682  0.00032976 -0.00000198 	 22.27363682 -0.00017764  0.00003812 
 22.29864932  0.00008244  0.00001746 	 22.29864932  0.00043739 -0.00001050	 22.29864932  0.00032960 -0.00000198 	 22.29864932 -0.00017448  0.00003784 
 22.32366183  0.00008388  0.00001734 	 22.32366183  0.00043650 -0.00001044	 22.32366183  0.00032942 -0.00000198 	 22.32366183 -0.00017134  0.00003758 
 22.34867434  0.00008532  0.00001721 	 22.34867434  0.00043564 -0.00001038	 22.34867434  0.00032926 -0.00000198 	 22.34867434 -0.00016822  0.00003730 
 22.37368684  0.00008674  0.00001709 	 22.37368684  0.00043479 -0.00001033	 22.37368684  0.00032910 -0.00000198 	 22.37368684 -0.00016514  0.00003706 
 22.39869935  0.00008817  0.00001695 	 22.39869935  0.00043394 -0.00001029	 22.39869935  0.00032894 -0.00000200 	 22.39869935 -0.00016208  0.00003678 
 22.42371186  0.00008956  0.00001681 	 22.42371186  0.00043307 -0.00001024	 22.42371186  0.00032876 -0.00000200 	 22.42371186 -0.00015902  0.00003654 
 22.44872436  0.00009095  0.00001670 	 22.44872436  0.00043222 -0.00001019	 22.44872436  0.00032860 -0.00000200 	 22.44872436 -0.00015598  0.00003628 
 22.47373687  0.00009234  0.00001657 	 22.47373687  0.00043137 -0.00001013	 22.47373687  0.00032842 -0.00000200 	 22.47373687 -0.00015300  0.00003602 
 22.49874937  0.00009371  0.00001645 	 22.49874937  0.00043053 -0.00001007	 22.49874937  0.00032826 -0.00000200 	 22.49874937 -0.00015000  0.00003576 
 22.52376188  0.00009507  0.00001633 	 22.52376188  0.00042970 -0.00001002	 22.52376188  0.00032810 -0.00000200 	 22.52376188 -0.00014704  0.00003552 
 22.54877439  0.00009642  0.00001621 	 22.54877439  0.00042886 -0.00000997	 22.54877439  0.00032792 -0.00000200 	 22.54877439 -0.00014410  0.00003528 
 22.57378689  0.00009777  0.00001609 	 22.57378689  0.00042804 -0.00000992	 22.57378689  0.00032776 -0.00000200 	 22.57378689 -0.00014118  0.00003504 
 22.59879940  0.00009909  0.00001596 	 22.59879940  0.00042722 -0.00000987	 22.59879940  0.00032760 -0.00000200 	 22.59879940 -0.00013828  0.00003480 
 22.62381191  0.00010042  0.00001584 	 22.62381191  0.00042641 -0.00000982	 22.62381191  0.00032744 -0.00000200 	 22.62381191 -0.00013540  0.00003456 
 22.64882441  0.00010173  0.00001573 	 22.64882441  0.00042558 -0.00000979	 22.64882441  0.00032726 -0.00000202 	 22.64882441 -0.00013252  0.00003430 
 22.67383692  0.00010304  0.00001561 	 22.67383692  0.00042478 -0.00000971	 22.67383692  0.00032710 -0.00000200 	 22.67383692 -0.00012968  0.00003406 
 22.69884942  0.00010433  0.00001550 	 22.69884942  0.00042396 -0.00000969	 22.69884942  0.00032692 -0.00000202 	 22.69884942 -0.00012686  0.00003384 
 22.72386193  0.00010560  0.00001539 	 22.72386193  0.00042316 -0.00000964	 22.72386193  0.00032676 -0.00000202 	 22.72386193 -0.00012406  0.00003362 
 22.74887444  0.00010688  0.00001527 	 22.74887444  0.00042235 -0.00000957	 22.74887444  0.00032658 -0.00000200 	 22.74887444 -0.00012128  0.00003338 
 22.77388694  0.00010814  0.00001516 	 22.77388694  0.00042156 -0.00000954	 22.77388694  0.00032642 -0.00000202 	 22.77388694 -0.00011850  0.00003316 
 22.79889945  0.00010939  0.00001505 	 22.79889945  0.00042076 -0.00000950	 22.79889945  0.00032624 -0.00000202 	 22.79889945 -0.00011576  0.00003294 
 22.82391196  0.00011065  0.00001494 	 22.82391196  0.00041998 -0.00000944	 22.82391196  0.00032608 -0.00000202 	 22.82391196 -0.00011304  0.00003270 
 22.84892446  0.00011189  0.00001483 	 22.84892446  0.00041921 -0.00000940	 22.84892446  0.00032592 -0.00000202 	 22.84892446 -0.00011034  0.00003248 
 22.87393697  0.00011311  0.00001472 	 22.87393697  0.00041844 -0.00000935	 22.87393697  0.00032576 -0.00000202 	 22.87393697 -0.00010764  0.00003226 
 22.89894947  0.00011433  0.00001461 	 22.89894947  0.00041765 -0.00000930	 22.89894947  0.00032558 -0.00000202 	 22.89894947 -0.00010496  0.00003204 
 22.92396198  0.00011554  0.00001450 	 22.92396198  0.00041688 -0.00000928	 22.92396198  0.00032542 -0.00000204 	 22.92396198 -0.00010230  0.00003182 
 22.94897449  0.00011675  0.00001440 	 22.94897449  0.00041610 -0.00000921	 22.94897449  0.00032524 -0.00000202 	 22.94897449 -0.00009966  0.00003160 
 22.97398699  0.00011794  0.00001429 	 22.97398699  0.00041533 -0.00000919	 22.97398699  0.00032506 -0.00000204 	 22.97398699 -0.00009706  0.00003138 
 22.99899950  0.00011913  0.00001420 	 22.99899950  0.00041458 -0.00000914	 22.99899950  0.00032490 -0.00000204 	 22.99899950 -0.00009446  0.00003118 
 23.02401201  0.00012030  0.00001409 	 23.02401201  0.00041380 -0.00000908	 23.02401201  0.00032472 -0.00000202 	 23.02401201 -0.00009186  0.00003098 
 23.04902451  0.00012146  0.00001399 	 23.04902451  0.00041306 -0.00000903	 23.04902451  0.00032456 -0.00000202 	 23.04902451 -0.00008930  0.00003076 
 23.07403702  0.00012263  0.00001389 	 23.07403702  0.00041232 -0.00000899	 23.07403702  0.00032440 -0.00000202 	 23.07403702 -0.00008676  0.00003056 
 23.09904952  0.00012378  0.00001379 	 23.09904952  0.00041156 -0.00000896	 23.09904952  0.00032422 -0.00000204 	 23.09904952 -0.00008422  0.00003034 
 23.12406203  0.00012491  0.00001369 	 23.12406203  0.00041080 -0.00000893	 23.12406203  0.00032404 -0.00000204 	 23.12406203 -0.00008170  0.00003016 
 23.14907454  0.00012605  0.00001358 	 23.14907454  0.00041008 -0.00000885	 23.14907454  0.00032388 -0.00000202 	 23.14907454 -0.00007922  0.00002994 
 23.17408704  0.00012718  0.00001349 	 23.17408704  0.00040935 -0.00000884	 23.17408704  0.00032372 -0.00000204 	 23.17408704 -0.00007672  0.00002974 
 23.19909955  0.00012828  0.00001339 	 23.19909955  0.00040861 -0.00000880	 23.19909955  0.00032354 -0.00000204 	 23.19909955 -0.00007426  0.00002956 
 23.22411206  0.00012941  0.00001328 	 23.22411206  0.00040789 -0.00000875	 23.22411206  0.00032338 -0.00000204 	 23.22411206 -0.00007180  0.00002936 
 23.24912456  0.00013050  0.00001320 	 23.24912456  0.00040715 -0.00000871	 23.24912456  0.00032320 -0.00000204 	 23.24912456 -0.00006938  0.00002914 
 23.27413707  0.00013160  0.00001310 	 23.27413707  0.00040642 -0.00000867	 23.27413707  0.00032302 -0.00000204 	 23.27413707 -0.00006698  0.00002896 
 23.29914957  0.00013268  0.00001301 	 23.29914957  0.00040571 -0.00000863	 23.29914957  0.00032286 -0.00000204 	 23.29914957 -0.00006458  0.00002878 
 23.32416208  0.00013376  0.00001292 	 23.32416208  0.00040498 -0.00000859	 23.32416208  0.00032268 -0.00000204 	 23.32416208 -0.00006218  0.00002858 
 23.34917459  0.00013483  0.00001282 	 23.34917459  0.00040428 -0.00000855	 23.34917459  0.00032252 -0.00000204 	 23.34917459 -0.00005980  0.00002840 
 23.37418709  0.00013589  0.00001273 	 23.37418709  0.00040356 -0.00000854	 23.37418709  0.00032234 -0.00000206 	 23.37418709 -0.00005746  0.00002822 
 23.39919960  0.00013694  0.00001265 	 23.39919960  0.00040286 -0.00000847	 23.39919960  0.00032218 -0.00000204 	 23.39919960 -0.00005510  0.00002802 
 23.42421211  0.00013799  0.00001255 	 23.42421211  0.00040214 -0.00000843	 23.42421211  0.00032200 -0.00000204 	 23.42421211 -0.00005278  0.00002782 
 23.44922461  0.00013903  0.00001247 	 23.44922461  0.00040146 -0.00000839	 23.44922461  0.00032184 -0.00000204 	 23.44922461 -0.00005048  0.00002766 
 23.47423712  0.00014006  0.00001237 	 23.47423712  0.00040078 -0.00000835	 23.47423712  0.00032168 -0.00000204 	 23.47423712 -0.00004820  0.00002746 
 23.49924962  0.00014109  0.00001229 	 23.49924962  0.00040007 -0.00000831	 23.49924962  0.00032150 -0.00000204 	 23.49924962 -0.00004592  0.00002730 
 23.52426213  0.00014210  0.00001219 	 23.52426213  0.00039937 -0.00000830	 23.52426213  0.00032132 -0.00000206 	 23.52426213 -0.00004366  0.00002712 
 23.54927464  0.00014312  0.00001211 	 23.54927464  0.00039869 -0.00000824	 23.54927464  0.00032116 -0.00000204 	 23.54927464 -0.00004140  0.00002694 
 23.57428714  0.00014411  0.00001202 	 23.57428714  0.00039802 -0.00000820	 23.57428714  0.00032100 -0.00000204 	 23.57428714 -0.00003918  0.00002676 
 23.59929965  0.00014511  0.00001194 	 23.59929965  0.00039730 -0.00000816	 23.59929965  0.00032080 -0.00000204 	 23.59929965 -0.00003696  0.00002658 
 23.62431216  0.00014610  0.00001185 	 23.62431216  0.00039663 -0.00000815	 23.62431216  0.00032064 -0.00000206 	 23.62431216 -0.00003474  0.00002642 
 23.64932466  0.00014708  0.00001177 	 23.64932466  0.00039595 -0.00000811	 23.64932466  0.00032046 -0.00000206 	 23.64932466 -0.00003256  0.00002624 
 23.67433717  0.00014806  0.00001169 	 23.67433717  0.00039529 -0.00000808	 23.67433717  0.00032030 -0.00000206 	 23.67433717 -0.00003038  0.00002608 
 23.69934967  0.00014902  0.00001161 	 23.69934967  0.00039461 -0.00000804	 23.69934967  0.00032012 -0.00000206 	 23.69934967 -0.00002822  0.00002592 
 23.72436218  0.00015000  0.00001153 	 23.72436218  0.00039396 -0.00000800	 23.72436218  0.00031996 -0.00000206 	 23.72436218 -0.00002608  0.00002574 
 23.74937469  0.00015095  0.00001145 	 23.74937469  0.00039328 -0.00000797	 23.74937469  0.00031978 -0.00000206 	 23.74937469 -0.00002394  0.00002558 
 23.77438719  0.00015190  0.00001136 	 23.77438719  0.00039263 -0.00000794	 23.77438719  0.00031962 -0.00000206 	 23.77438719 -0.00002182  0.00002542 
 23.79939970  0.00015284  0.00001129 	 23.79939970  0.00039196 -0.00000790	 23.79939970  0.00031944 -0.00000206 	 23.79939970 -0.00001970  0.00002524 
 23.82441221  0.00015378  0.00001121 	 23.82441221  0.00039130 -0.00000786	 23.82441221  0.00031926 -0.00000206 	 23.82441221 -0.00001762  0.00002508 
 23.84942471  0.00015471  0.00001112 	 23.84942471  0.00039066 -0.00000783	 23.84942471  0.00031910 -0.00000206 	 23.84942471 -0.00001554  0.00002494 
 23.87443722  0.00015562  0.00001105 	 23.87443722  0.00039000 -0.00000780	 23.87443722  0.00031892 -0.00000206 	 23.87443722 -0.00001348  0.00002476 
 23.89944972  0.00015654  0.00001097 	 23.89944972  0.00038937 -0.00000777	 23.89944972  0.00031876 -0.00000206 	 23.89944972 -0.00001142  0.00002462 
 23.92446223  0.00015746  0.00001089 	 23.92446223  0.00038871 -0.00000773	 23.92446223  0.00031858 -0.00000206 	 23.92446223 -0.00000938  0.00002444 
 23.94947474  0.00015835  0.00001082 	 23.94947474  0.00038806 -0.00000770	 23.94947474  0.00031840 -0.00000206 	 23.94947474 -0.00000734  0.00002430 
 23.97448724  0.00015924  0.00001073 	 23.97448724  0.00038743 -0.00000766	 23.97448724  0.00031824 -0.00000206 	 23.97448724 -0.00000534  0.00002414 
 23.99949975  0.00016014  0.00001067 	 23.99949975  0.00038678 -0.00000763	 23.99949975  0.00031806 -0.00000206 	 23.99949975 -0.00000332  0.00002398 
 24.02451226  0.00016102  0.00001059 	 24.02451226  0.00038617 -0.00000760	 24.02451226  0.00031790 -0.00000206 	 24.02451226 -0.00000134  0.00002384 
 24.04952476  0.00016189  0.00001052 	 24.04952476  0.00038552 -0.00000756	 24.04952476  0.00031772 -0.00000206 	 24.04952476  0.00000064  0.00002368 
 24.07453727  0.00016276  0.00001044 	 24.07453727  0.00038489 -0.00000753	 24.07453727  0.00031754 -0.00000206 	 24.07453727  0.00000258  0.00002354 
 24.09954977  0.00016363  0.00001037 	 24.09954977  0.00038427 -0.00000752	 24.09954977  0.00031738 -0.00000208 	 24.09954977  0.00000456  0.00002338 
 24.12456228  0.00016449  0.00001030 	 24.12456228  0.00038367 -0.00000747	 24.12456228  0.00031722 -0.00000206 	 24.12456228  0.00000648  0.00002324 
 24.14957479  0.00016534  0.00001023 	 24.14957479  0.00038301 -0.00000744	 24.14957479  0.00031702 -0.00000206 	 24.14957479  0.00000842  0.00002308 
 24.17458729  0.00016619  0.00001016 	 24.17458729  0.00038241 -0.00000741	 24.17458729  0.00031686 -0.00000206 	 24.17458729  0.00001034  0.00002294 
 24.19959980  0.00016704  0.00001007 	 24.19959980  0.00038181 -0.00000740	 24.19959980  0.00031670 -0.00000208 	 24.19959980  0.00001224  0.00002280 
 24.22461231  0.00016787  0.00001001 	 24.22461231  0.00038119 -0.00000737	 24.22461231  0.00031652 -0.00000208 	 24.22461231  0.00001412  0.00002266 
 24.24962481  0.00016870  0.00000994 	 24.24962481  0.00038056 -0.00000732	 24.24962481  0.00031634 -0.00000206 	 24.24962481  0.00001600  0.00002252 
 24.27463732  0.00016952  0.00000988 	 24.27463732  0.00037997 -0.00000729	 24.27463732  0.00031618 -0.00000206 	 24.27463732  0.00001788  0.00002238 
 24.29964982  0.00017034  0.00000981 	 24.29964982  0.00037933 -0.00000726	 24.29964982  0.00031598 -0.00000206 	 24.29964982  0.00001972  0.00002224 
 24.32466233  0.00017115  0.00000974 	 24.32466233  0.00037877 -0.00000723	 24.32466233  0.00031584 -0.00000206 	 24.32466233  0.00002156  0.00002210 
 24.34967484  0.00017196  0.00000967 	 24.34967484  0.00037813 -0.00000720	 24.34967484  0.00031564 -0.00000206 	 24.34967484  0.00002340  0.00002196 
 24.37468734  0.00017277  0.00000960 	 24.37468734  0.00037755 -0.00000717	 24.37468734  0.00031548 -0.00000206 	 24.37468734  0.00002522  0.00002182 
 24.39969985  0.00017356  0.00000953 	 24.39969985  0.00037695 -0.00000714	 24.39969985  0.00031530 -0.00000206 	 24.39969985  0.00002702  0.00002170 
 24.42471236  0.00017435  0.00000947 	 24.42471236  0.00037637 -0.00000714	 24.42471236  0.00031514 -0.00000208 	 24.42471236  0.00002882  0.00002156 
 24.44972486  0.00017513  0.00000941 	 24.44972486  0.00037576 -0.00000711	 24.44972486  0.00031496 -0.00000208 	 24.44972486  0.00003062  0.00002142 
